id,airdate,episode_number,image_path,name,season,synopsis
92,1994-01-06,92,/episode/92.webp,Homer the Vigilante,5,"While the Simpsons sleep, their house is invaded by the Springfield Cat Burglar, who leaves a calling card in exchange for such valuables as Marge's pearls (even though Marge has a large ball of replacement pearl necklaces in a drawer), Bart's stamp collection and portable TV, and Lisa's saxophone. It's up to Homer and his newly-formed vigilante group to catch their man — if only they would cease bullying everyone in town."
93,1994-02-03,93,/episode/93.webp,Bart Gets Famous,5,"While on a boring field trip to the box factory, Bart makes a break for it to Channel 6 Studios, home of Bart's favorite show, Krusty the Clown, and gets a job as Krusty's assistant — then becomes an accidental star after screwing up during a live sketch and blurting, ""I didn't do it!"""
94,1994-02-10,94,/episode/94.webp,Homer and Apu,5,"Apu loses his job at the Kwik-E-Mart after he sells Homer expired meat. Homer feels bad, and lets Apu live at the Simpsons' home while he is unemployed. In an attempt to get his job back, Apu travels to India with Homer to convince the head of the Kwik-E-Mart corporation. Meanwhile, James Woods fills in Apu's position."
95,1994-02-17,95,/episode/95.webp,Lisa vs. Malibu Stacy,5,"Lisa is disappointed that the new Talking Malibu Stacy doll spouts phrases that make girls and women out to be vapid, shallow sex objects. With the help of Smithers, Lisa finds the original creator of Malibu Stacy and teams up with her to make a talking doll that actually empowers and encourages little girls. Meanwhile, Grampa Simpson worries over his lost youth after seeing Andy Griffith (Matlock) at the grand opening of the Center for Geriatric Medicine, so he takes a job at Krusty Burger."
96,1994-02-24,96,/episode/96.webp,Deep Space Homer,5,"After NASA discovers that people would rather watch blue-collar slobs (like Tim ""The Toolman"" Taylor on Home Improvement or Al Bundy on Married...With Children) than space launches on TV, they set out to find a blue-collar slob to go on a space mission...and Homer (feeling unappreciated after losing out on the ""Worker of the Week"" award) leaps at the chance after NASA officials choose Barney Gumble."
97,1994-03-17,97,/episode/97.webp,Homer Loves Flanders,5,"Homer loses out on winning tickets to an upcoming Springfield Atoms football game. What's worse, his goody-two-shoes neighbor, Ned Flanders, wins the last pair. After a failed attempt at bashing Flanders' skull in so he can take the tickets, Homer decides to spend the day with his neighbor at the game — and Homer realizes that Flanders is not such a bad guy after all...but all the time Homer spends with Ned puts a strain on both families."
98,1994-03-31,98,/episode/98.webp,Bart Gets an Elephant,5,"Bart wins a radio contest and picks the gag prize (a full-grown African elephant) instead of the cash prize ($10,000), which puts the family in financial turmoil once again."
99,1994-04-14,99,/episode/99.webp,Burns' Heir,5,"While bathing, Mr. Burns almost kills himself and chooses to find an heir. He sees it in the form of Bart Simpson and coerces the young Simpson into staying with him."
100,1994-04-28,100,/episode/100.webp,Sweet Seymour Skinner's Baadasssss Song,5,"Superintendent Chalmers fires Principal Skinner after a disaster at the elementary, so then Skinner reenlists in the Army. Bart, feeling partially responsible for Skinner losing his job, helps to get his old principal his job back, which is now being taken over by Ned Flanders."
101,1994-05-05,101,/episode/101.webp,The Boy Who Knew Too Much,5,"Bart sneaks out of school and finds himself at a party for Mayor Quimby's nephew, Freddy — but when Freddy gets in trouble for allegedly assaulting a French waiter, Bart must choose between keeping his mouth shut about the ordeal or exposing the truth and admitting that he cut school to see it happen."
102,1994-05-12,102,/episode/102.webp,Lady Bouvier's Lover,5,"Grampa Simpson falls in love with Marge's mother, Jacqueline, but Mr. Burns whisks her away from him and plans to marry her. Meanwhile, Bart steals Homer's credit card so he can buy an Itchy & Scratchy Show animation cel, which turns out to be just an arm drawn on a sheet of plastic."
103,1994-05-19,103,/episode/103.webp,Secrets of a Successful Marriage,5,"Worried that he may be slow, Homer attempts to enrol in an adult education class at the Learning Annex, and ends up holding a class of his own- teaching losers in love how to keep their relationships together. But it goes awry when he shares intimate details of his relationship with Marge to keep his class interested and Marge throws Homer out the house after inviting his class to dinner."
104,1994-09-04,104,/episode/104.webp,Bart of Darkness,6,"In a parody of Alfred Hitchcock's Rear Window, a summer heatwave hits Springfield, so the Simpsons build a pool to beat the heat. But when a high-dive goes wrong and Bart breaks his leg, he ends up confined to his room, which only gets worse when Lisa gives him a telescope and Bart spies on everyone in town, including a possible murder at the Flanders' house."
105,1994-09-11,105,/episode/105.webp,Lisa's Rival,6,
106,1994-09-25,106,/episode/106.webp,Another Simpsons Clip Show,6,"After Marge reads The Bridges of Madison County, she calls for a family meeting the next day to discuss romance...and soon finds that the kids have dealt with heartbreak and she and Homer nearly cheated on each other."
107,1994-10-02,107,/episode/107.webp,Itchy & Scratchy Land,6,"The family's trip to Itchy & Scratchy Land, the ""violent-est place on earth,"" proves heavenly until the Itchy & Scratchy robots want to keep the family there for real."
108,1994-10-09,108,/episode/108.webp,Sideshow Bob Roberts,6,"Thanks to a radio talk show host, Mayor Quimby is pressured into releasing Sideshow Bob from prison. Once out, Bob promptly runs against the mayor and wins. Bart and Lisa set out to prove Mayor Bob did not legally win."
109,1994-10-30,109,/episode/109.webp,Treehouse of Horror V,6,"In this, the fifth Treehouse of Horror (and the first one to not have a framing device and the last one to have Marge's viewer advisory introduction and the funny tombstones), The Simpsons house-sit for Mr. Burns and Homer comes down with a nasty case of murderous cabin fever in ""The Shinning"", Homer's attempt at fixing the toaster takes him back in time where anything he does in the past affects the future in ""Time and Punishment"", and the Springfield Elementary School staff resort to cannibalizing the students as a means to solve their food budget and class overcrowding crises in ""Nightmare Cafeteria""."
110,1994-11-06,110,/episode/110.webp,Bart's Girlfriend,6,"Reverend Lovejoy's preteen daughter, Jessica, comes to town, and she and Bart strike up a relationship that proves more than he can handle."
111,1994-11-13,111,/episode/111.webp,Lisa on Ice,6,"When test scores hit an all-time low at Springfield Elementary, Principal Skinner instates academic alerts (little slips of paper warning a student that they're failing one or more subjects) — and Lisa discovers that she's on the academic alert list for failing gym class. After trying and failing at basketball and volleyball, Apu discovers that Lisa has a talent for blocking/parrying objects, and makes her goalie for his pee-wee hockey team...which puts her in direct sibling rivalry with Bart, who's on Chief Wiggum's team."
112,1994-11-27,112,/episode/112.webp,Homer Badman,6,"After stealing a rare gummi candy (one shaped like the Venus de Milo) from a confection convention, Homer loses it — and finds it on the butt of the babysitter he hired (a feminist university student) while driving her home, but his successful grab turns into a media circus and women's rights/anti-sexual harassment protest after Homer is accused of inappropriately grabbing the babysitter."
113,1994-12-04,113,/episode/113.webp,Grampa vs. Sexual Inadequacy,6,"Homer and Marge's sex life is on the rocks, due to outside obligations. When Grampa Simpson's love tonic he once made as a cheap substitute for holy water cures it, Homer and Grampa decide to make money off it, which ends up ruining Homer's relationship with his father. Meanwhile, Bart, who has been acting very paranoid over UFOs and conspiracy theories, thinks all the adults in town are plotting to eliminate dinner time, not knowing that they bought Grampa's love tonic and are leaving the kids to fend for themselves while they have sex."
114,1994-12-18,114,/episode/114.webp,Fear of Flying,6,"Homer gets banned from Moe's Tavern after playing a lame prank, and uses an airport bar as his new watering hole, but when Homer is mistaken for a pilot and causes an accident, the head of the airline pays him off with a vacation to anywhere in the United States (except for the freak states, Alaska and Hawaii). However, the trip is short-lived, when Marge has a mental breakdown before the flight. Marge assures the family that she's fine, but when her erratic behavior begins unnerving the family, Marge goes into therapy to find out why she's afraid of flying."
115,1995-01-08,115,/episode/115.webp,Homer the Great,6,"After noticing that his buddies Lenny and Carl are privy to a lot of perks, Homer spies on them — and discovers that they're part of a Freemasons-esque secret society called ""The Stonecutters."""
116,1995-01-22,116,/episode/116.webp,And Maggie Makes Three,6,Lisa wonders why there aren't any photos of Maggie in the family album. Homer answers by telling the story of how he had to give up his dream job when Maggie was born.
